Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,11.026800,11.240400,10.977500,11.089200,5.614005,1058214
2010-01-05,11.270000,11.431000,11.056400,11.174700,5.657291,2634886
2010-01-06,11.174700,11.437600,11.174700,11.339000,5.740470,1717240
2010-01-07,11.243700,11.421200,11.108900,11.421200,5.782084,853752
2010-01-08,11.424500,11.569100,11.191100,11.569100,5.856960,823630
2010-01-11,11.486900,11.776100,11.388300,11.776100,5.961755,819979
2010-01-12,11.684100,12.183700,11.496800,12.160700,6.156462,2128295
2010-01-13,11.979900,12.062100,11.930600,11.966800,6.058299,910040
2010-01-14,12.042400,12.331600,11.907600,12.062100,6.106545,1122413
2010-01-15,12.124500,12.256000,11.970000,12.127800,6.139807,816328
2010-01-18,12.019400,12.262600,12.019400,12.108100,6.129833,874137
2010-01-19,12.075200,12.157400,11.917500,11.996300,6.073233,718965
2010-01-20,11.930600,11.986500,11.569100,11.897700,6.023318,874746
2010-01-21,11.832000,11.993100,11.549400,11.832000,5.990054,725354
2010-01-22,11.717000,11.897700,11.595400,11.848400,5.998357,777991
2010-01-26,11.848400,12.019400,11.680800,11.914200,6.031670,1048174
2010-01-27,11.864900,11.937200,11.661100,11.733400,5.940138,958417
2010-01-28,11.703800,11.812300,11.569100,11.697300,5.921863,970283
2010-01-29,11.697300,11.832000,11.608500,11.618400,5.881917,2203751
2010-02-01,11.618400,11.736700,11.582200,11.700500,5.923482,1440973
2010-02-02,11.700500,11.746600,11.450800,11.450800,5.797069,642292
2010-02-03,11.542800,11.634800,11.490200,11.493500,5.818686,1746449
2010-02-04,11.500100,11.578900,11.381700,11.414600,5.778743,732048
2010-02-05,11.368600,11.391600,11.036600,11.108900,5.623980,878093
2010-02-08,11.174700,11.411300,11.062900,11.411300,5.777072,638032
2010-02-09,11.414600,11.473800,11.270000,11.306100,5.723814,1172007
2010-02-10,11.296300,11.700500,11.279900,11.621700,5.883589,856794
2010-02-11,11.628200,11.897700,11.555900,11.894500,6.021697,435699
2010-02-12,11.805700,11.884600,11.717000,11.848400,5.998357,1142798
2010-02-17,11.864900,12.009500,11.818900,11.864900,6.006711,574746
2010-02-18,11.864900,11.904300,11.717000,11.871500,6.010053,927078
2010-02-19,11.756400,11.828700,11.569100,11.582200,5.863592,252535
2010-02-22,11.644700,11.687400,11.516500,11.687400,5.916849,706795
2010-02-23,11.592100,11.687400,11.371900,11.503300,5.823648,823022
2010-02-24,11.503300,11.503300,11.299600,11.470500,5.807043,537626
2010-02-25,11.339000,11.585500,11.299600,11.585500,5.865262,531237
2010-02-26,11.585500,11.585500,11.345600,11.585500,5.865262,1106287
2010-03-01,11.585500,11.687400,11.516500,11.601900,5.873565,796247
2010-03-02,11.700500,11.832000,11.608500,11.664400,5.905205,1012880
2010-03-03,11.694000,11.809000,11.460600,11.585500,5.865262,859229
2010-03-04,11.585500,11.763000,11.473800,11.503300,5.823648,746653
2010-03-05,11.585500,11.671000,11.460600,11.460600,5.802031,415923
2010-03-08,11.503300,11.565800,11.431000,11.470500,5.807043,194422
2010-03-09,11.437600,11.503300,11.404700,11.503300,5.823648,479209
2010-03-10,11.519800,11.585500,11.388300,11.585500,5.865262,768864
2010-03-11,11.503300,11.555900,11.358700,11.385000,5.763757,680933
2010-03-12,11.467200,11.503300,11.348900,11.371900,5.757125,475253
2010-03-15,11.348900,11.477000,11.322600,11.339000,5.740470,568052
2010-03-16,11.408000,11.408000,11.408000,11.408000,5.775401,264401
2010-03-17,11.417900,11.457300,11.388300,11.437600,5.790388,770993
2010-03-18,11.437600,11.437600,11.299600,11.437600,5.790388,246450
2010-03-19,11.437600,11.467200,11.339000,11.437600,5.790388,365416
2010-03-22,11.365300,11.477000,11.168100,11.470500,5.807043,1221601
2010-03-23,11.529600,11.529600,11.309400,11.342300,5.742140,653549
2010-03-24,11.322600,11.388300,11.260100,11.355400,5.748771,395233
2010-03-25,11.276600,11.454000,11.276600,11.454000,5.798688,891784
2010-03-26,11.454000,11.503300,11.345600,11.503300,5.823648,450608
2010-03-29,11.424500,11.503300,11.342300,11.437600,5.790388,302130
2010-03-30,11.375200,11.388300,11.201000,11.256800,5.698855,1065821
2010-03-31,11.227300,11.375200,11.187800,11.240400,5.690553,615517
2010-04-01,11.345600,11.404700,11.273300,11.355400,5.748771,221197
2010-04-05,11.339000,11.427700,11.309400,11.339000,5.740470,684584
2010-04-06,11.299600,11.404700,11.260100,11.355400,5.748771,859229
2010-04-07,11.358700,11.385000,11.194400,11.224000,5.682250,2337016
2010-04-08,11.178000,11.178000,11.178000,11.178000,5.658962,2404
2010-04-09,11.247000,11.283100,11.023500,11.240400,5.690553,1747362
2010-04-12,10.514000,10.734300,10.471300,10.583100,6.426478,1716936
2010-04-13,10.550200,10.579800,10.323400,10.326700,6.270782,1229816
2010-04-14,10.418700,10.468000,10.313600,10.349700,6.284749,1264806
2010-04-15,10.392500,10.425300,10.264300,10.399000,6.314686,1323833
2010-04-16,10.382600,10.435200,10.287300,10.353000,6.286753,1106591
2010-04-19,10.290600,10.431900,10.264300,10.418700,6.326648,2004461
2010-04-20,10.468000,10.468000,10.326700,10.402300,6.316689,858316
2010-04-22,10.290600,10.474600,10.205100,10.454900,6.348631,1294928
2010-04-23,10.448300,10.711300,10.395700,10.711300,6.504327,1284887
2010-04-26,10.681700,10.685000,10.560100,10.678400,6.484348,436308
2010-04-27,10.665200,10.708000,10.507500,10.681700,6.486354,1658214
2010-04-28,10.632400,10.655400,10.510800,10.517300,6.386522,1498782
2010-04-29,10.589700,10.645500,10.560100,10.615900,6.446395,480121
2010-04-30,10.609400,10.980800,10.428600,10.961000,6.655954,1925962
2010-05-03,10.990600,10.990600,10.990600,10.990600,6.673928,675
2010-05-04,10.763800,10.928200,10.681700,10.905200,6.622071,636206
2010-05-05,10.783600,11.240400,10.523900,11.240400,6.825618,1646956
2010-05-06,11.171400,11.171400,10.576500,10.987300,6.671926,1395942
2010-05-07,10.911700,11.108900,10.750700,10.911700,6.626019,1962473
2010-05-10,11.207500,11.214100,10.882200,11.138500,6.763739,890567
2010-05-11,11.010300,11.026800,10.859200,10.944600,6.645996,683062
