Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,41.820900,41.955799,41.579899,41.637699,20.250622,81653
2010-01-05,41.840199,41.917301,41.281101,41.348598,20.110016,72211
2010-01-06,41.396801,41.724499,41.252201,41.724499,20.292847,113401
2010-01-07,41.618500,41.753399,41.377499,41.512501,20.189735,69618
2010-01-08,41.271500,41.445000,41.020901,41.107601,19.992811,125540
2010-01-11,41.069099,41.387100,40.866699,41.030499,19.955317,78333
2010-01-12,40.741402,41.098000,40.577499,41.030499,19.955317,95556
2010-01-13,40.779900,41.098000,40.673901,40.683601,19.786600,68476
2010-01-14,40.741402,40.837799,40.510101,40.837799,19.861601,74701
2010-01-15,40.500401,40.808800,40.375099,40.808800,19.847488,135915
2010-01-18,40.828098,40.828098,40.317299,40.471500,19.683443,88812
2010-01-19,40.298000,40.519699,40.288399,40.375099,19.636560,65260
2010-01-20,40.288399,40.519699,40.192001,40.481201,19.688168,171710
2010-01-21,40.163101,40.519699,40.105301,40.384800,19.641273,133218
2010-01-22,40.519699,40.943802,40.201599,40.943802,19.913145,174096
2010-01-26,40.471500,40.481201,40.192001,40.240200,19.570953,80927
2010-01-27,40.240200,40.365501,40.143799,40.192001,19.547508,116098
2010-01-28,40.095600,40.317299,39.469101,39.710098,19.313133,201279
2010-01-29,40.105301,40.192001,39.767899,40.076302,19.491238,123984
2010-02-01,39.816101,40.192001,39.594398,40.066700,19.486570,86633
2010-02-02,40.066700,40.375099,39.700401,39.719700,19.317806,92651
2010-02-03,39.700401,40.076302,39.632999,39.902901,19.406904,79993
2010-02-04,39.710098,39.979900,39.228199,39.661900,19.289696,130209
2010-02-05,39.469101,39.893200,38.784801,38.842602,18.891226,100743
2010-02-08,38.852299,39.122101,38.553501,38.794399,18.867783,147224
2010-02-09,38.823299,39.498001,38.688400,39.035400,18.985001,94518
2010-02-10,39.035400,39.074001,38.746201,38.804100,18.872496,87982
2010-02-11,38.938999,39.218498,38.611301,39.131802,19.031879,65260
2010-02-12,39.430599,39.430599,38.601700,38.813702,18.877169,48037
2010-02-17,38.833000,39.131802,38.649899,39.093201,19.013096,97631
2010-02-18,38.900501,39.035400,38.669102,38.929401,18.933437,54885
